symbol,created_at,body,followers,sentiment,raw_compound,compound_bin,sentiment_number,modified_rating,modified?
TSLA,2021-02-26T15:13:01Z,$TSLA “iS cAtHiE BUyiNg TODay???”,16,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-02-26T15:13:00Z,$TSLA wtf tesla keep falling. Better get out before plunge into $400,0,Bearish,-0.3612,-1.0,-1.0,0,No
TSLA,2021-02-26T15:13:00Z,$TSLA Either monster V or 650,58,None,0.0,0.0,0.0,0,No
TSLA,2021-02-26T15:12:53Z,$TSLA ..Love to see how  S&amp;P funds &amp; BM-s feel after buying at $695 now  negative for the yr with 10% short interest controlling  power driving &amp; manipulating the stock nose dive!..It’s S&amp;P 500 included security right?! ..I’m sure they’re up to something just like Elon ..🙏🏻🐉 0.02,890,Bullish,0.555,1.0,1.0,0,No
TSLA,2021-02-26T15:12:46Z,$QQQ $ARKK $TSLA  little more pressure and cathie will cue the dump of all the MOMOs... then the big drop will happen.,4,Bearish,-0.7109,-1.0,-1.0,0,No
TSLA,2021-02-26T15:12:33Z,$TSLA shorted the hell out of this.  Done.,1169,Bearish,-0.6808,-1.0,-1.0,0,No
TSLA,2021-02-26T15:12:33Z,$TSLA $600 incoming,4,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-02-26T15:12:27Z,$NIO NIO will blow this quarter results on Monday .. $TSLA $FCEL,198,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-26T15:12:18Z,$TSLA Cathie has so many stocks she has to buy today! I hope she gets her bid in for all my faves $PLTR $ARKK $TDOC $ROKU ..But actually $ROKU is a strong buy at these prices. $TDOC if it corrects further is not a bad growth investment either  but I think it has farther to fall with the rest of SaaS if yields keep rising. $ROKU is appropriately valued or arguably undervalued. It could dip  but the bull thesis keeps getting stronger. Want to buy growth today on weakness? Buy $ROKU. Sell $TSLA. Sell exposure to $ARKKand the other funds Cathie runs.,29,Bearish,0.5344,1.0,-1.0,0,No
TSLA,2021-02-26T15:12:06Z,$TSLA I don’t know why everyone hates this stock lol. Even if it falls 300% most still made a shit ton of money.,0,None,-0.6077,-1.0,0.0,0,No
TSLA,2021-02-26T15:11:51Z,$TSLA - hold!  This is totally going back to 850 in the next 20 years,1,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-02-26T15:11:46Z,$TSLA stop playing and go immediately up,2,None,-0.1027,-1.0,0.0,0,No
TSLA,2021-02-26T15:11:38Z,$TSLA pump it 🆙 Back to $700’s.Weak pathetic Motherfuckers🐻🤣,10,Bullish,-0.5719,-1.0,1.0,0,No
TSLA,2021-02-26T15:11:38Z,$TSLA No one is going to hold this over the weekend.,387,Bearish,-0.296,-1.0,-1.0,0,No
TSLA,2021-02-26T15:11:32Z,$TSLA bought 2 puts at open good looks💪🏽 how low do you think it’s gonna drop ?,9,None,-0.0772,0.0,0.0,0,No
TSLA,2021-02-26T15:11:25Z,$TSLA ... Dear Mr. M  please stop tweeting...about ANYTHING.,14,Bullish,0.4019,1.0,1.0,0,No
TSLA,2021-02-26T15:11:14Z,$ARKK $TSLA pucker up bulls,251,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-02-26T15:10:57Z,$TSLA Give me 526.40. Fill the damn gap.,11,None,-0.4019,-1.0,0.0,0,No
TSLA,2021-02-26T15:10:55Z,$SPY I&#39;m on the sidelines today. ..Good luck  you going to need it lol..$tsla $abnb $qqq,764,None,0.4588,1.0,0.0,0,No
TSLA,2021-02-25T20:17:06Z,$TSLA Elon made more money in a week on Bitcoin than he ever has making vehicles.,24,None,0.0,0.0,0.0,0,No
TSLA,2021-02-25T20:16:53Z,$TSLA felt it would pullback  but not by this much.... ouch,67,None,0.0,0.0,0.0,0,No
TSLA,2021-02-25T20:16:46Z,$TSLA anyone holding puts overnight?,82,None,0.0,0.0,0.0,0,No
TSLA,2021-02-25T20:16:36Z,$TSLA what do we think this will do tomorrow going down more,0,None,0.0,0.0,0.0,0,No
TSLA,2021-02-25T20:16:27Z,$TSLA Thats what you got for voting for sleepy joe,2,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-02-25T20:16:10Z,$TSLA where’s my bear gang at? we’re killing it today boys,9,Bearish,-0.6597,-1.0,-1.0,0,No
TSLA,2021-02-25T20:15:59Z,$TSLA is it a buy or not now ? Advise please,5,Bullish,-0.2411,-1.0,1.0,0,No
TSLA,2021-02-25T20:15:58Z,$SNOW we have been nailing these plays to the downside $NVDA $SQ $SPY $TSLA,174,None,0.0,0.0,0.0,0,No
TSLA,2021-02-25T20:15:44Z,$TSLA Cathie Woods better be more careful now she has so much attn and swimming with the big banks. Retail rolls with her and so you smash her you smash retail...Big bank eat little bank,1400,None,0.5849,1.0,0.0,0,No
TSLA,2021-02-25T20:15:43Z,@WallStreetFighterAlpha2 Sure...no reason for regulators to get involved  sources I trust  and Elon&#39;s twitter remaining rather quiet on a major &quot;meme&quot; market day. $TSLA,29,Bearish,0.5106,1.0,-1.0,0,No
TSLA,2021-02-25T20:15:38Z,The more it falls the cheaper we can buy it back at. Let this shit fall BULLS and stop fighting it. Win the long haul. ..RETEST 650/600 is just inevitable. ..$TSLA,3,Bullish,-0.631,-1.0,1.0,0,No
TSLA,2021-02-25T20:15:32Z,$TSLA get your short shorts out,2,None,0.0,0.0,0.0,0,No
TSLA,2021-02-25T20:15:24Z,$NIO ..People are always pumping things they don&#39;t understand  that&#39;s why they lose money.  Stop injecting personal fantasies into your investments and you&#39;ll stop losing money...This company is simply not worth 70-80 billion. Even now it&#39;s trading at 15-16x revenues which gives it a very .$TSLA-like valuation without all the TSLA -like sales channels  and production infrastructure. ..You can keep pumping the stock on these boards and saying stuff like &quot;$80 by MARCH!&quot; but it ain&#39;t going to make you money (just like all the other $60 bag holders here)...I&#39;m not nostradamus  I just understand market fundamentals. Even with a great ER  this stock is more of a mid-30s play  if not high-20s. Stop buying into FOMO hype  and losing money people.,24,Bearish,0.7008,1.0,-1.0,0,No
TSLA,2021-02-25T20:15:22Z,$TSLA dang I could have waited more.... that&#39;s ok this will pump in morning probably too 715 level...,17,Bullish,0.296,1.0,1.0,0,No
TSLA,2021-02-25T20:15:20Z,$TSLA TESLA BUYING ZONE IS $575,3,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-02-25T20:15:10Z,$NIO $TSLA So long gains. 😢,2,None,0.3976,1.0,0.0,0,No
TSLA,2021-02-25T20:15:03Z,$TSLA $ROKU $PTON $ARKK 🔻🔻🔻,77,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-02-25T20:15:01Z,$TSLA dump dump,0,Bearish,-0.6369,-1.0,-1.0,0,No
TSLA,2021-02-25T20:14:54Z,$TSLA massive red day and gap-down coming tomorrow. Back to $200 coming. USD and banks are crashing. Digital currencies coming. That’s why Elon bought Bitcoin.,43,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-02-25T20:14:49Z,@WeDaB3st Algos and silly retail. $TSLA oh and Cathie $ARKK,29,Bearish,0.0258,0.0,-1.0,0,No
TSLA,2021-02-25T03:08:05Z,$TSLA when GME is UP  TSLA goes DOWN. they are directly correlated. tomorrow would be a test if im right😉,23,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-02-25T03:06:59Z,@BANKofCORONA It might! Buying short dared puts is risky. OTM leaps or months out might work though depending on the strike. Or you could just buy another growth stock no vulnerable to a reverse gamma squeeze. You do you. Seems like limited reward for massive risk to hold $TSLA long.,29,Bearish,0.1759,1.0,-1.0,0,No
TSLA,2021-02-25T03:05:23Z,$AAPL $MSFT $AMZN $TSLA $QQQ Will see a retest of Monday’s 500+ point drop in the Nasdaq,85,Bearish,-0.2732,-1.0,-1.0,0,No
TSLA,2021-02-25T03:04:20Z,$LSPD ARK selling doesnt mean much  they almost sold their entire position in $ILMN around $300 earlier this year  and now it&#39;s $500. They were selling tons of $SQ at $100ish too (but they are buying back at $240 today). So when they done selling LSPD  it&#39;s almost time for upward motion...$TSLA $SPY,309,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-25T03:04:05Z,$YGMZ the short borrow fee on this is 101%!!! These greedy shorts will get burned playing with fire 🔥 🔥. Big gap to fill this week. It was $60 3 weeks ago!  $GME $AMC $TSLA $AAPL,46,Bullish,-0.6209,-1.0,1.0,0,No
TSLA,2021-02-25T03:00:35Z,$TSLA  People are spamming this board with other tickers  so annyoying,98,None,-0.4767,-1.0,0.0,0,No
TSLA,2021-02-25T02:58:26Z,$SPY $tsla $aapl Too many tendies now I’ve got twentydies,583,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-25T02:57:38Z,@gbeardjr Agreed. I think she is making a mistake considering get illiquid holdings and reliance on rather stretched large caps like $TSLA and $ROKU in to rotate money out of. Everything she has is incredibly correlated.,29,Bearish,0.296,1.0,-1.0,0,No
TSLA,2021-02-25T02:56:32Z,$RIDE TOLD YOU THEY ARE GETTING SHARES of $RIDE (Lordstown Motors).  Look at this increased position list and how many shares they have now.    &quot;Park&quot; some money in $RIDE if you are in $CCIV $FSR $TSLA $GME,263,Bullish,0.7585,1.0,1.0,0,No
TSLA,2021-02-25T02:55:51Z,@knuckleheadinvestco Unlikely. $TSLA would selloff for other reasons if it does. Lack of trust in markets is a legimitate concern  but shorts are far less exposed compared to mid January. I don&#39;t expect deleveraging to have to occur.,29,Bearish,0.1254,1.0,-1.0,0,No
TSLA,2021-02-25T02:54:36Z,Remember  both of them continued to climb for years and the collapse was not overnight. Like them  $TSLA will likely still be around...If everyone around you agrees that it is ridiculous  that doesn&#39;t mean go all in on weekly puts. It means you should reevaluate the investment. Literally I am seeing &quot;bullish&quot; DDs that are more or less &quot;if people buy enough calls  it&#39;ll go higher.&quot; That&#39;s a bad sign for anyone not in Tesla for the short-term.,29,Bearish,-0.8594,-1.0,-1.0,0,No
TSLA,2021-02-25T02:54:15Z,$TSLA guys they found out a way for the tesla semi to travel long haul. guaranteed atleast 1000 miles before next charge. THEY JUST HAVE TO FILL THE WHOLE PAYLOAD WITH BATTERIES . problem solved LOL,23,Bearish,0.4466,1.0,-1.0,0,No
TSLA,2021-02-25T02:52:48Z,@phantomtrader75 you may win a lucky 777  but $TSLA ....,43,Bearish,0.5106,1.0,-1.0,0,No
TSLA,2021-02-25T02:51:30Z,$TSLA Reminds me a lot of Qualcomm and Cisco. I am quite certain Tesla will exist a decade from now and Tesla is more a product of options than the other two  but the dynamics are quite similar. &quot;Story&quot; growth stocks that are literally in the worst markets for rapid growth. Tesla is not a SaaS company...I&#39;d rather just buy $ZM or $SNOW if I wanted a pricey  but high growth play.,29,Bearish,0.9039,1.0,-1.0,0,No
TSLA,2021-02-25T02:51:27Z,$TSLA any idea why $550 nvidia eps was only 1 150% higher than $740 Tesla.  Seems like nvidia should fall from here if it’s eps is only 1 150% higher than Tesla?  Weird.  $spy $qqq,65,None,0.2023,1.0,0.0,0,No
TSLA,2021-02-25T02:50:42Z,Target for $TSLA EOW 2/26: ..High: $800.Mid: $778.Low: $762,24,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-25T02:50:37Z,$LI those who have not seen the luxury it offers  I beg you to watch some reviews. Hands down it beats $TSLA  when it comes to interiors,0,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-25T02:49:32Z,$TSLA $777 by 10 am ET.,223,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-25T02:48:47Z,My $TSLA shares and calls looking mad juicy right now. 💰💰💰 holding for now.,32,Bullish,-0.25,-1.0,1.0,0,No
TSLA,2021-02-25T02:48:08Z,$TSLA   Cult members are buying TSLA at 10x the 52 week low because why?  Outlook is poor  competition is here and Elon’s a fraud. . .See you cultists at $150.  Bite me.,37,Bearish,-0.8402,-1.0,-1.0,0,No
TSLA,2021-02-25T02:45:30Z,@citadelll @deenmfblockmeifyouwant lol. &quot;Priced in.&quot; Bear or bull for any equity  nothing right now is &quot;priced in.&quot; I&#39;ve only heard that from fundamental investors. Tesla is not pricing in any of that shit. It is a gamma bubble. Valuation is my problem with the company  not the mission overall. Valuations are stretched for many equities  but only a few like $TSLA are literally trading like the peak of the dotcom bubble (most other tech stocks including SaaS are not even close to dotcom level bubbles). Trust me  nothing&#39;s priced in. This will either unwind or climb based on investor sentiment and options.,29,Bearish,0.8658,1.0,-1.0,0,No
TSLA,2021-02-24T15:26:48Z,$TSLA scalped 72$/contract! 720 bucks,832,None,0.0,0.0,0.0,0,No
TSLA,2021-02-24T15:26:47Z,$TSLA $600 EOD,0,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-02-24T15:26:47Z,$TSLA bulls in full control,155,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-24T15:26:03Z,$TSLA naked shorts will get run over now,30,None,0.0,0.0,0.0,0,No
TSLA,2021-02-24T15:25:59Z,$AMC keep it up  lets fly to 9 now!!! . .$NIO $TSLA $BLNK $AMD,0,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-24T15:25:36Z,$TSLA Need to get to $900 then announce a 5 - 1 split again,1,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-24T15:25:35Z,$TSLA massive bullish reversal over at $XPEV get in now!! 🚨🚨🚨,90,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-24T15:25:27Z,$TSLA when will you learn it will always come back up.,3,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-24T15:25:26Z,$TSLA bulls are back with a vengeance,1,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-24T15:25:17Z,$TSLA Thoughts on a few major issues  feedback is welcomed...US and China are clearly playing currency wars in the fact the US is printing  printing  printing and in many ways to counteract the YUAN and how it&#39;s pegged and controlled.  If China actually let it float it would rise insanely fast and wreck their economy.  ..Tesla is selling cars and collecting YUAN that is being converted into USD that are worth less and less and Tesla should be getting 1.5x the conversion but because of the artificial control of YUAN they are getting smoked on this fake conversion.  Materials costs I expect big upticks in as the world reopening along with Chinese massive consumer so that will also raise prices for manufacturing.  I guess we will soon see how they can compete with companies that keep their money in Yuan versus them that converts back into fake USD.  I now see why they are buying Bitcoin  it&#39;s there best way to try and ride out but I&#39;d say buy metals  SILVER to deal with this.,15,Bearish,-0.6833,-1.0,-1.0,0,No
TSLA,2021-02-24T15:25:07Z,$TSLA my wife pull up on bears like:,4,Bullish,0.3612,1.0,1.0,0,No
TSLA,2021-02-24T15:25:06Z,$TSLA $NIO $PLTR $PLUG $FCEL    When the market character changes  no stock is spared. I am being VERY CAUTIOUS. My Dad taught me that CAPITAL PRESERVATION IS JOB 1.,26,None,-0.6552,-1.0,0.0,0,No
TSLA,2021-02-24T15:25:04Z,$TSLA Lets fly,1,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-24T15:24:42Z,$SPY $TSLA Huge jump for no reason just now... Totally natural. 🙄🙄,387,None,0.4391,1.0,0.0,0,No
TSLA,2021-02-24T15:24:41Z,$TSLA Huge thanks to Cathie Woods. Wow.,4,Bullish,0.8402,1.0,1.0,0,No
TSLA,2021-02-24T15:24:40Z,$TSLA The king of the kings will be back on his throne soon.,114,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-24T15:24:28Z,$TSLA man the call premiums are massive do you buy in the money to avoid it?,71,None,-0.296,-1.0,0.0,0,No
TSLA,2021-02-24T15:24:24Z,$TSLA Junk,72,Bearish,0.0,0.0,-1.0,0,No
TSLA,2021-02-24T15:24:19Z,$CCIV $TSLA correlation when this dropped $TSLA also dropped 12% $100.  Looks like the two stocks may be joined at the hip,29,None,0.3612,1.0,0.0,0,No
TSLA,2021-02-24T15:24:16Z,$SQ YOU ARE GOD. MOOOO. NOW MOW THIS UP BABY $spy $BTC.X $tsla,12,Bullish,0.4278,1.0,1.0,0,No
TSLA,2021-02-24T15:24:09Z,$TSLA is among the ugliest cars on the road.  Junk shit.,72,None,-0.8126,-1.0,0.0,0,No
TSLA,2021-02-24T15:24:07Z,$TSLA aaaand were back,0,Bullish,0.0,0.0,1.0,0,No
TSLA,2021-02-24T15:24:06Z,$TSLA let’s see 730 today,9,Bullish,0.0,0.0,1.0,0,No
ADBE,2021-03-05T20:06:56Z,$ITT $INTC $ADBE $OPTT $GLBS  .  . ,575,Bullish,0.0,0.0,1.0,0,No
ADBE,2021-03-05T18:59:22Z,$ADBE go up 2% like $msft $crm ..$spy $qqq,23,None,0.3612,1.0,0.0,0,No
ADBE,2021-03-05T17:57:28Z,$NET $ADBE $PLTR Sometimes you just have to hold your nose and dive right in.  $QQQ,28,Bullish,0.0,0.0,1.0,0,No
ADBE,2021-03-05T17:43:09Z,$ADBE let’s go $460 today,54,Bullish,0.0,0.0,1.0,0,No
ADBE,2021-03-05T15:51:13Z,$ADBE Unbelievable  it dropped 20% in 2 weeks time despite all price estimates of 550+.This market is highly manipulated,0,None,-0.2716,-1.0,0.0,0,No
ADBE,2021-03-05T15:50:11Z,$ADBE $NVDA $PINS $ZM $FVRR What you see on the charts doesn’t seem to matter. There’s no support anywhere. Stocks in free-fall for 2 solid weeks...Earnings blowouts. PT raises right and left. Nothing can prop these up...I hope the same principle applies on the way up...This is sick.,60,Bullish,0.2023,1.0,1.0,0,No
ADBE,2021-03-05T15:40:51Z,$ADBE $NVDA $ZM $PINS $FVRR I’m not going to lie...this is terrifying.,60,Bullish,-0.5719,-1.0,1.0,0,No
ADBE,2021-03-05T15:33:13Z,$ADBE is just getting crushed,2,Bullish,-0.4215,-1.0,1.0,0,No
ADBE,2021-03-05T15:17:43Z,$ZM add $crm $adbe and $ROKU to that late march target. This week and next monday perhaps is on fire sale,141,Bullish,-0.34,-1.0,1.0,0,No
ADBE,2021-03-05T14:29:10Z,$PLTR $35 + it goes like ESTC SNOW CRWD range all enter...$CRM $JD $PINS $ADBE all checking to enter PLTR,39,None,0.3612,1.0,0.0,0,No
ADBE,2021-03-05T14:24:08Z,$ADBE,3,Bullish,0.0,0.0,1.0,0,No
ADBE,2021-03-05T08:56:54Z,$C $ADBE $CAN $BABA $PAGS Yesterdays dark pool large option orders over 500k premium,7489,None,0.0,0.0,0.0,0,No
ADBE,2021-03-05T05:08:44Z,$ADBE $NVDA $PINS $ZM $FVRR ..Not yield curve...Not sector rotation...Not “inflation concerns”...No...This is revenge in Robinhooders.,60,Bullish,-0.5267,-1.0,1.0,0,No
ADBE,2021-03-05T05:07:01Z,$QQQ $ADBE a lot of failed consolidation patterns in the relatively early stages.  Would like this to look totally broken to go long.,1097,None,-0.6361,-1.0,0.0,0,No
ADBE,2021-03-05T02:13:59Z,$ADBE will buy 10k of this tomorrow. 10 year PT of at least 1k per share. Amazing business.,7,Bullish,0.7184,1.0,1.0,0,No
ADBE,2021-03-05T01:28:51Z,$ADBE wow this may hit 420s tomorrow,77,None,0.5859,1.0,0.0,0,No
ADBE,2021-03-05T00:06:52Z,$ADBE added a little here. Just a few to core position. Long hold. Selling at 550.,163,Bullish,0.0,0.0,1.0,0,No
ADBE,2021-03-04T22:30:10Z,$ADBE Upgrade $525. $460 tomorrow.,54,Bullish,0.0,0.0,1.0,0,No
ADBE,2021-03-04T21:53:05Z,$ADBE $AAPL $AMZN $TSLA $SPY I think this sell off this week is intentional. Quality stocks all held down. I think senate approving stimulus this weekend will push these stocks high next week without creating overbought. Tomorrow will be a great day to pick some for next week run. If you are not a long term investor  take your gain as it comes.,23,Bullish,0.7658,1.0,1.0,0,No
ADBE,2021-03-04T21:11:28Z,$NVDA this and $ADBE are my two safe techs from these levels. The rest will go to some value stuff until correction is over,1,Bullish,0.6486,1.0,1.0,0,No
ADBE,2021-03-04T21:09:42Z,$ADBE easy 550-600,1,Bullish,0.4404,1.0,1.0,0,No
ADBE,2021-03-04T21:06:06Z,$ADBE so cheap let’s go $455+ tomorrow,54,Bullish,0.0,0.0,1.0,0,No
ADBE,2021-03-04T18:19:30Z,$QQQ Here comes 280 early next week.. ..$MSFT $AAPL $ZM $ADBE ..15+% Market slide,51,None,0.0,0.0,0.0,0,No
ADBE,2021-03-04T17:48:39Z,$ADBE awesome buy opp here today wow,7,Bullish,0.836,1.0,1.0,0,No
ADBE,2021-03-04T17:23:39Z,$MVVYF Moovly’s financials are now available in the Sedar database and the numbers are impressive! Almost 100% growth in revenue!  Also very positive comments from the management: “Management believes that cash flow positive operations can be achieved in the next twelve months given the current growth in sales expectations.  $ADBE,9,Bullish,0.9461,1.0,1.0,0,No
ADBE,2021-03-04T16:53:36Z,$ADBE hit a stop loss. That was absolutely painful seeing the rebound.,6,None,-0.7713,-1.0,0.0,0,No
ADBE,2021-03-04T16:45:17Z,$ADBE One of the best growth value play right now.  They had increased Q1 and FY2021 guidance last qtr.  Plus they are buying back stock.  Looking forward to the earnings report.,2,Bullish,0.9136,1.0,1.0,0,No
ADBE,2021-03-04T16:22:16Z,$ADBE ...,670,Bullish,0.0,0.0,1.0,0,No
ADBE,2021-03-04T15:42:03Z,$ADBE rip rap rip,77,None,0.0,0.0,0.0,0,No
ADBE,2021-03-04T15:40:55Z,$ADBE $COST Yeah I’ll take these dips for these phenomenal companies,4,Bullish,0.296,1.0,1.0,0,No
ADBE,2021-03-04T15:26:04Z,$BABA $TSLA $FB $SPLK $ADBE another rotation has started.values stock have started going red. Airlines banks cruises are all red. Tech will make many of us rich soon. TSLA to 1k and fb and baba 300 soon,55,Bullish,0.5574,1.0,1.0,0,No
